train,age,educ,black,hisp,married,nodegree,mosinex,re74,re75,re78,unem74,unem75,unem78,lre74,lre75,lre78,agesq,mostrn
1,38,11,1,0,0,1,21,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,1444,21
1,23,8,0,1,0,1,21,0.000000,0.000000,3.881280,1,1,0,0.000000,0.000000,1.356165,529,21
1,26,11,1,0,0,1,22,0.000000,0.000000,17.231000,1,1,0,0.000000,0.000000,2.846710,676,22
1,21,12,0,0,0,0,14,0.000000,0.000000,8.048600,1,1,0,0.000000,0.000000,2.085498,441,14
1,25,8,1,0,0,1,15,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,625,15
1,31,11,1,0,1,1,24,0.000000,0.000000,14.509900,1,1,0,0.000000,0.000000,2.674831,961,24
1,17,10,1,0,0,1,13,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,289,13
1,25,11,1,0,0,1,22,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,625,22
1,21,12,1,0,0,0,15,0.000000,0.000000,9.983780,1,1,0,0.000000,0.000000,2.300962,441,15
1,44,11,1,0,0,1,15,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,1936,15
1,25,12,0,0,0,0,23,0.000000,0.000000,5.587500,1,1,0,0.000000,0.000000,1.720532,625,23
1,18,9,1,0,0,1,21,0.000000,0.000000,4.482850,1,1,0,0.000000,0.000000,1.500259,324,21
1,42,12,1,0,0,0,22,0.000000,0.000000,2.456150,1,1,0,0.000000,0.000000,0.898595,1764,22
1,25,10,1,0,0,1,22,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,625,22
1,31,9,0,1,0,1,23,0.000000,0.000000,26.817600,1,1,0,0.000000,0.000000,3.289058,961,23
1,24,10,1,0,0,1,21,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,576,21
1,26,10,1,0,0,1,24,0.000000,0.000000,9.265790,1,1,0,0.000000,0.000000,2.226329,676,24
1,25,11,1,0,0,1,24,0.000000,0.000000,0.485230,1,1,0,0.000000,0.000000,-0.723132,625,24
1,18,11,1,0,0,1,21,0.000000,0.000000,4.814630,1,1,0,0.000000,0.000000,1.571659,324,21
1,19,11,1,0,0,1,22,0.000000,0.000000,7.458110,1,1,0,0.000000,0.000000,2.009302,361,22
1,43,9,1,0,0,1,21,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,1849,21
1,27,13,1,0,0,0,21,0.000000,0.000000,34.099300,1,1,0,0.000000,0.000000,3.529277,729,21
1,17,9,1,0,0,1,24,0.000000,0.000000,1.953270,1,1,0,0.000000,0.000000,0.669505,289,24
1,30,11,1,0,0,1,24,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,900,24
1,26,10,1,0,1,1,24,2.028000,0.000000,0.000000,0,1,1,0.707050,0.000000,0.000000,676,24
1,20,9,1,0,0,1,24,6.083990,0.000000,8.881670,0,1,0,1.805661,0.000000,2.183990,400,24
1,17,9,0,1,0,1,22,0.445170,0.074344,6.210670,0,0,0,-0.809299,-2.599059,1.826269,289,22
1,20,12,1,0,0,0,22,0.989268,0.165208,0.000000,0,0,1,-0.010790,-1.800550,0.000000,400,22
1,18,11,1,0,0,1,21,0.858254,0.214564,0.929884,0,0,0,-0.152855,-1.539147,-0.072695,324,21
1,27,12,1,0,1,0,23,3.670870,0.334049,0.000000,0,0,1,1.300429,-1.096467,0.000000,729,23
1,21,12,0,0,0,0,23,3.670870,0.334049,12.558000,0,0,0,1.300429,-1.096467,2.530358,441,23
1,27,12,1,0,0,0,22,2.143410,0.357950,22.163300,0,0,0,0.762398,-1.027362,3.098438,729,22
1,20,12,1,0,0,0,22,0.000000,0.377569,1.652640,1,0,0,0.000000,-0.974002,0.502374,400,22
1,19,10,1,0,0,1,22,0.000000,0.385274,8.124720,1,0,0,0.000000,-0.953801,2.094911,361,22
1,23,12,1,0,0,0,23,5.506310,0.501074,0.671332,0,0,0,1.705895,-0.691002,-0.398491,529,23
1,29,14,1,0,0,0,24,0.000000,0.679673,17.815000,1,0,0,0.000000,-0.386143,2.880041,841,24
1,18,10,1,0,0,1,21,0.000000,0.798908,9.737150,1,0,0,0.000000,-0.224509,2.275949,324,21
1,19,9,1,0,0,1,24,0.000000,0.798908,17.685200,1,0,0,0.000000,-0.224509,2.872728,361,24
1,27,13,0,0,1,0,23,9.381571,0.853723,0.000000,0,0,1,2.238747,-0.158148,0.000000,729,23
1,18,11,0,0,0,1,21,3.678230,0.919558,4.321710,0,0,0,1.302432,-0.083862,1.463651,324,21
1,27,9,1,0,1,1,23,0.000000,0.934445,1.773420,1,0,0,0.000000,-0.067803,0.572910,729,23
1,22,12,1,0,0,0,22,5.605850,0.936177,0.000000,0,0,1,1.723811,-0.065951,0.000000,484,22
1,23,10,1,0,1,1,21,0.000000,0.936439,11.233300,1,0,0,0.000000,-0.065671,2.418883,529,21
1,23,12,0,1,0,0,23,9.385740,1.117440,0.559443,0,0,0,2.239192,0.111040,-0.580814,529,23
1,20,11,1,0,0,1,23,3.637500,1.220840,1.085440,0,0,0,1.291297,0.199539,0.081985,400,23
1,17,9,1,0,0,1,21,1.716510,1.253440,5.445200,0,0,0,0.540293,0.225892,1.694735,289,21
1,28,11,1,0,0,1,23,0.000000,1.284080,60.307900,1,0,0,0.000000,0.250042,4.099463,784,23
1,26,11,1,0,1,1,21,0.000000,1.392850,1.460360,1,0,0,0.000000,0.331352,0.378683,676,21
1,20,11,1,0,0,1,23,16.318600,1.484990,6.943339,0,0,0,2.792305,0.395408,1.937783,400,23
1,24,11,1,0,1,1,22,0.824389,1.666110,4.032710,0,0,0,-0.193113,0.510492,1.394439,576,22
1,31,9,1,0,0,1,22,0.000000,1.698610,10.363300,1,0,0,0.000000,0.529810,2.338271,961,22
1,23,8,0,0,1,1,23,0.000000,1.713150,4.232310,1,0,0,0.000000,0.538334,1.442748,529,23
1,18,10,1,0,0,1,22,2.143410,1.784270,11.141400,0,0,0,0.762398,0.579009,2.410668,324,22
1,29,12,1,0,0,0,22,10.881900,1.817280,0.000000,0,0,1,2.387101,0.597341,0.000000,841,22
1,26,11,0,0,0,1,23,0.000000,2.226270,13.385900,1,0,0,0.000000,0.800328,2.594202,676,23
1,24,9,1,0,0,1,21,9.154700,2.288680,4.849560,0,0,0,2.214267,0.827975,1.578888,576,21
1,25,12,1,0,0,0,22,14.426800,2.409270,0.000000,0,0,1,2.669088,0.879324,0.000000,625,22
1,24,10,1,0,0,1,21,4.250400,2.421950,1.660510,0,0,0,1.447013,0.884573,0.507125,576,21
1,46,8,1,0,0,1,22,3.165660,2.594720,0.000000,0,0,1,1.152362,0.953479,0.000000,2116,22
1,31,12,0,0,0,0,23,0.000000,2.611220,2.484550,1,0,0,0.000000,0.959817,0.910092,961,23
1,19,11,1,0,0,1,21,2.305030,2.615280,4.146600,0,0,0,0.835094,0.961371,1.422289,361,21
1,19,8,1,0,0,1,21,0.000000,2.657060,9.970679,1,0,0,0.000000,0.977220,2.299649,361,21
1,27,11,1,0,0,1,21,2.206940,2.666270,0.000000,0,0,1,0.791607,0.980680,0.000000,729,21
1,26,11,1,0,1,1,23,0.000000,2.754650,26.372300,1,0,0,0.000000,1.013290,3.272314,676,23
1,20,10,1,0,0,1,23,5.005730,2.777360,5.615190,0,0,0,1.610583,1.021501,1.725475,400,23
1,28,10,1,0,0,1,23,0.000000,2.836510,3.196570,1,0,0,0.000000,1.042575,1.162078,784,23
1,24,12,1,0,0,0,23,13.765800,2.842760,6.167680,0,0,0,2.622187,1.044775,1.819323,576,23
1,19,8,1,0,0,1,23,2.636350,2.937260,7.535940,0,0,0,0.969395,1.077477,2.019684,361,23
1,23,12,1,0,0,0,21,6.269340,3.039960,8.484240,0,0,0,1.835671,1.111844,2.138210,529,21
1,42,9,1,0,1,1,15,0.000000,3.058530,1.294410,1,0,0,0.000000,1.117934,0.258055,1764,15
1,25,13,1,0,0,0,21,12.362900,3.090730,0.000000,0,0,1,2.514700,1.128407,0.000000,625,21
1,18,9,1,0,0,1,22,0.000000,3.287380,5.010340,1,0,0,0.000000,1.190091,1.611504,324,22
1,21,12,1,0,0,0,21,6.473680,3.332410,9.371040,0,0,0,1.867745,1.203696,2.237624,441,21
1,27,10,1,0,0,1,23,1.001150,3.550080,0.000000,0,0,1,0.001149,1.266970,0.000000,729,23
1,21,8,1,0,0,1,22,0.989268,3.695900,4.279610,0,0,0,-0.010790,1.307224,1.453862,441,22
1,22,9,1,0,0,1,22,2.192880,3.836990,3.462560,0,0,0,0.785216,1.344688,1.242008,484,22
1,31,4,1,0,0,1,24,8.517590,4.023210,7.382550,0,0,0,2.142133,1.392080,1.999119,961,24
1,24,10,1,0,1,1,24,11.703200,4.078150,0.000000,0,0,1,2.459862,1.405643,0.000000,576,24
1,29,10,1,0,0,1,24,0.000000,4.398950,0.000000,1,0,1,0.000000,1.481366,0.000000,841,24
1,29,12,1,0,0,0,22,9.748389,4.878940,10.976500,0,0,0,2.277102,1.584928,2.395756,841,22
1,19,10,0,0,0,1,21,0.000000,5.324110,13.829600,1,0,0,0.000000,1.672246,2.626811,361,21
1,19,11,0,1,1,1,22,5.424490,5.463799,6.788460,0,0,0,1.690924,1.698144,1.915224,361,22
1,31,9,1,0,0,1,22,10.717000,5.517840,9.558500,0,0,0,2.371831,1.707986,2.257431,961,22
1,22,10,1,0,1,1,23,1.468350,5.588660,13.228300,0,0,0,0.384139,1.720740,2.582359,484,23
1,21,9,1,0,0,1,21,6.416471,5.749330,0.743667,0,0,0,1.858868,1.749083,-0.296162,441,21
1,17,10,1,0,0,1,21,1.291470,5.793850,5.522790,0,0,0,0.255781,1.756797,1.708883,289,21
1,26,12,1,0,1,0,22,8.408760,5.794830,1.424940,0,0,0,2.129274,1.756966,0.354130,676,22
1,20,9,0,1,0,1,21,12.260800,5.875050,1.358640,0,0,0,2.506407,1.770715,0.306484,400,21
1,19,10,1,0,0,1,22,4.121950,6.056750,0.000000,0,0,1,1.416326,1.801173,0.000000,361,22
1,26,10,1,0,0,1,23,25.929700,6.788960,0.672877,0,0,0,3.255389,1.915298,-0.396193,676,23
1,28,11,1,0,0,1,21,1.929030,6.871860,0.000000,0,0,1,0.657017,1.927435,0.000000,784,21
1,22,12,0,1,1,0,23,0.492231,7.055700,10.092800,0,0,0,-0.708807,1.953836,2.311822,484,23
1,33,11,1,0,0,1,22,0.000000,7.867920,6.281430,1,0,0,0.000000,2.062794,1.837598,1089,22
1,22,12,0,0,0,0,22,6.759990,8.455500,12.590700,0,0,0,1.911021,2.134817,2.532959,484,22
1,29,10,0,1,0,1,21,0.000000,8.853670,5.112010,1,0,0,0.000000,2.180832,1.631593,841,21
1,33,12,1,0,1,0,24,20.280000,10.941400,15.952600,0,0,0,3.009635,2.392554,2.769622,1089,24
1,25,14,1,0,1,0,23,35.040100,11.536600,36.647000,0,0,0,3.556493,2.445525,3.601331,625,23
1,35,9,1,0,1,1,22,13.602400,13.830600,12.804000,0,0,0,2.610246,2.626884,2.549757,1225,22
1,35,8,1,0,1,1,21,13.732100,17.976200,3.786630,0,0,0,2.619736,2.889049,1.331476,1225,21
1,33,11,1,0,1,1,24,14.660700,25.142200,4.181940,0,0,0,2.685170,3.224548,1.430775,1089,24
0,23,10,1,0,0,1,21,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,529,0
0,26,12,0,0,0,0,14,0.000000,0.000000,12.383700,1,1,0,0.000000,0.000000,2.516381,676,0
0,22,9,1,0,0,1,5,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,484,0
0,18,9,1,0,0,1,15,0.000000,0.000000,10.740100,1,1,0,0.000000,0.000000,2.373984,324,0
0,45,11,1,0,0,1,14,0.000000,0.000000,11.796500,1,1,0,0.000000,0.000000,2.467803,2025,0
0,18,9,1,0,0,1,15,0.000000,0.000000,9.227050,1,1,0,0.000000,0.000000,2.222139,324,0
0,24,8,0,0,0,1,15,0.000000,0.000000,10.569300,1,1,0,0.000000,0.000000,2.357954,576,0
0,34,11,1,0,1,1,14,0.000000,0.000000,6.040339,1,1,0,0.000000,0.000000,1.798460,1156,0
0,24,4,0,1,0,1,21,0.000000,0.000000,3.880830,1,1,0,0.000000,0.000000,1.356049,576,0
0,36,10,1,0,0,1,23,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,1296,0
0,21,14,1,0,0,0,15,0.000000,0.000000,5.775060,1,1,0,0.000000,0.000000,1.753549,441,0
0,28,9,1,0,0,1,14,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,784,0
0,27,7,1,0,1,1,13,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,729,0
0,19,11,0,0,0,1,22,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,361,0
0,20,8,1,0,0,1,15,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,400,0
0,34,12,1,0,0,0,21,0.000000,0.000000,2.113720,1,1,0,0.000000,0.000000,0.748449,1156,0
0,24,10,1,0,0,1,13,0.000000,0.000000,7.618640,1,1,0,0.000000,0.000000,2.030598,576,0
0,22,8,0,1,0,1,5,0.000000,0.000000,9.920950,1,1,0,0.000000,0.000000,2.294649,484,0
0,25,11,1,0,0,1,13,0.000000,0.000000,4.196380,1,1,0,0.000000,0.000000,1.434222,625,0
0,39,9,1,0,0,1,21,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,1521,0
0,19,9,1,0,1,1,12,0.000000,0.000000,16.658300,1,1,0,0.000000,0.000000,2.812909,361,0
0,44,9,1,0,0,1,21,0.000000,0.000000,9.722000,1,1,0,0.000000,0.000000,2.274391,1936,0
0,27,8,1,0,0,1,15,0.000000,0.000000,3.783660,1,1,0,0.000000,0.000000,1.330692,729,0
0,25,8,1,0,0,1,6,0.000000,0.000000,3.515930,1,1,0,0.000000,0.000000,1.257304,625,0
0,31,10,1,0,0,1,14,0.000000,0.000000,17.014600,1,1,0,0.000000,0.000000,2.834072,961,0
0,34,10,1,0,1,1,15,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,1156,0
0,21,7,0,1,0,1,15,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,441,0
0,33,12,1,0,0,0,22,0.000000,0.000000,5.970260,1,1,0,0.000000,0.000000,1.786790,1089,0
0,18,10,0,1,0,1,6,0.000000,0.000000,1.859170,1,1,0,0.000000,0.000000,0.620130,324,0
0,26,12,1,0,1,0,23,0.000000,0.000000,6.191940,1,1,0,0.000000,0.000000,1.823248,676,0
0,31,12,1,0,0,0,15,0.000000,0.000000,7.284390,1,1,0,0.000000,0.000000,1.985734,961,0
0,35,10,1,0,0,1,13,0.000000,0.000000,0.445831,1,1,0,0.000000,0.000000,-0.807815,1225,0
0,20,12,1,0,0,0,15,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,400,0
0,25,11,1,0,0,1,22,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,625,0
0,25,10,1,0,0,1,22,0.000000,0.000000,7.367040,1,1,0,0.000000,0.000000,1.997016,625,0
0,35,11,1,0,0,1,23,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,1225,0
0,20,10,1,0,0,1,23,0.000000,0.000000,2.015500,1,1,0,0.000000,0.000000,0.700867,400,0
0,25,9,0,1,0,1,22,0.000000,0.000000,15.791100,1,1,0,0.000000,0.000000,2.759446,625,0
0,27,10,1,0,0,1,21,0.000000,0.000000,1.135470,1,1,0,0.000000,0.000000,0.127047,729,0
0,20,11,0,1,0,1,6,0.000000,0.000000,6.378720,1,1,0,0.000000,0.000000,1.852968,400,0
0,26,11,1,0,0,1,15,0.000000,0.000000,7.176190,1,1,0,0.000000,0.000000,1.970769,676,0
0,38,8,1,0,0,1,15,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,1444,0
0,34,10,1,0,0,1,23,0.000000,0.000000,7.952540,1,1,0,0.000000,0.000000,2.073491,1156,0
0,19,12,1,0,0,0,14,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,361,0
0,32,8,1,0,0,1,15,0.000000,0.000000,7.152130,1,1,0,0.000000,0.000000,1.967410,1024,0
0,20,9,0,1,0,1,22,0.000000,0.000000,8.329821,1,1,0,0.000000,0.000000,2.119842,400,0
0,23,10,1,0,0,1,23,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,529,0
0,38,10,1,0,0,1,15,0.000000,0.000000,12.429900,1,1,0,0.000000,0.000000,2.520105,1444,0
0,24,11,1,0,0,1,23,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,576,0
0,23,11,1,0,0,1,22,0.000000,0.000000,5.088759,1,1,0,0.000000,0.000000,1.627034,529,0
0,20,7,0,1,0,1,21,0.000000,0.000000,4.374040,1,1,0,0.000000,0.000000,1.475687,400,0
0,21,11,1,0,0,1,6,0.000000,0.000000,1.553290,1,1,0,0.000000,0.000000,0.440375,441,0
0,25,10,1,0,0,1,14,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,625,0
0,22,11,1,0,1,1,21,0.000000,0.000000,1.698300,1,1,0,0.000000,0.000000,0.529628,484,0
0,23,11,1,0,0,1,22,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,529,0
0,24,12,0,0,0,0,22,0.000000,0.000000,11.294600,1,1,0,0.000000,0.000000,2.424325,576,0
0,29,11,1,0,0,1,15,0.000000,0.000000,0.000000,1,1,1,0.000000,0.000000,0.000000,841,0
0,24,11,1,0,0,1,14,0.000000,0.000000,14.626400,1,1,0,0.000000,0.000000,2.682828,576,0
0,22,9,1,0,0,1,21,0.000000,0.000000,12.898400,1,1,0,0.000000,0.000000,2.557103,484,0
0,28,11,1,0,0,1,14,0.000000,0.000000,5.767130,1,1,0,0.000000,0.000000,1.752174,784,0
0,18,10,0,1,0,1,12,0.000000,0.000000,6.527920,1,1,0,0.000000,0.000000,1.876088,324,0
