state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch
4,1985,1.8600000140,6.500000000,13726.695309999999,58.64853287,0.3813559413,3.7562000750,4.6597099300,21.00000000,0.00000000000,0.1884279996,6771.262695000000,0,1,1,893,0.000280201,150,0.0000470662,75,48,0.000342857,11,0.000078571000,100,26,0.0006256568,0.000162670782,121,0.000550000,30,0.000136364,225.82400510,0.000070858,3186998.000000000000,140000.062500000000,159832.031199999998,220000.000000000000,21580.000000000000,7.199999809,60.10000229,0.078195601700
4,1986,1.7799999710,6.900000095,14107.327149999999,60.28018188,0.3715170324,3.6909999850,4.5763201710,21.00000000,0.00000000000,0.1715389937,8129.007812000000,0,1,1,1007,0.000307106,173,0.0000527600,85,72,0.000486486,19,0.000128378000,104,30,0.0006459627,0.000186335397,130,0.000616114,25,0.000118483,242.82699580,0.000074055,3278998.000000000000,148000.140600000013,161000.000000000000,210999.906199999998,26655.000000000000,7.000000000,60.70000076,0.067712515590
4,1987,1.7200000290,6.199999809,14241.000000000000,60.21505737,0.3600000143,3.6268999580,4.4944200520,21.00000000,0.00000000000,0.1687240005,9370.654296999999,0,1,1,937,0.000276728,172,0.0000507974,87,50,0.000335570,16,0.000107382999,99,25,0.0006111100,0.000154320995,121,0.000570755,34,0.000160377,241.77999880,0.000071406,3385996.250000000000,149000.218800000002,162000.296899999987,211999.906199999998,31729.000000000000,6.199999809,61.50000000,0.064111322160
4,1988,1.6799999480,6.300000191,14408.084960000000,60.49766541,0.3464870155,3.5639998910,4.4139900210,21.00000000,0.00000000000,0.1610050052,9815.720703000001,0,1,1,944,0.000270565,136,0.0000389797,67,54,0.000364865,14,0.000094595001,100,14,0.0006369400,0.000089171997,116,0.000532110,31,0.000142202,238.23399350,0.000068281,3488995.000000000000,147999.937500000000,157000.656199999998,218000.046899999987,34247.000000000000,5.500000000,62.30000305,0.026567842810
5,1982,1.1900000570,9.800000191,10267.302729999999,54.47585678,0.6503580213,22.9671993300,0.3282899857,21.00000000,36.71279907000,0.2049030066,7208.500488000000,0,0,0,550,0.000238405,102,0.0000442133,64,36,0.000295082,5,0.000040984000,62,24,0.0005112580,0.000197906294,61,0.000388535,18,0.000114650,271.45901490,0.000117668,2306998.500000000000,121999.992199999993,121269.500000000000,157000.015600000013,16630.000000000000,9.699999809,57.79999924,-0.034733824430
5,1983,1.2000000480,10.100000380,10433.486330000000,53.81479263,0.6754587293,23.0009002700,0.3434099853,21.00000000,36.43009949000,0.1941689998,7175.916992000000,0,0,0,557,0.000239570,88,0.0000378495,47,35,0.000296610,2,0.000016948999,65,19,0.0005385337,0.000157417555,73,0.000459119,22,0.000138365,247.85699460,0.000106605,2324999.000000000000,118000.070300000007,120698.101599999995,159000.171899999987,16684.000000000000,9.600000381,57.90000153,0.040144395080
5,1984,1.2200000290,8.899999619,10916.483399999999,54.67127991,0.5989010930,23.0345993000,0.3592399955,21.00000000,36.10400009000,0.1863799989,7084.819824000000,0,0,0,525,0.000223785,81,0.0000345269,48,34,0.000295652,2,0.000017390999,72,24,0.0005993537,0.000199784568,67,0.000413580,18,0.000111111,182.70700070,0.000077880,2346001.750000000000,115000.070300000007,120129.390599999999,162000.093800000002,16621.000000000000,7.500000000,59.50000381,0.083597317340
5,1985,1.1200000050,8.699999809,11149.364260000000,54.97711945,0.5773305297,23.0683994300,0.3757900000,21.00000000,35.90499878000,0.1892919987,7253.917969000000,0,0,0,534,0.000226367,73,0.0000309453,43,45,0.000398230,7,0.000061947001,56,13,0.0004683709,0.000108728957,57,0.000354037,19,0.000118012,198.15400700,0.000083999,2359001.000000000000,113000.023400000005,119563.367199999993,161000.125000000000,17112.000000000000,7.199999809,60.10000229,0.004602178931
5,1986,0.9200000167,8.699999809,11399.380859999999,55.56186295,0.5624355078,23.1021995500,0.3931100070,21.00000000,39.56959915000,0.1619569957,7468.999023000000,0,0,0,603,0.000254323,108,0.0000455504,67,48,0.000417391,7,0.000060869999,66,22,0.0005546219,0.000184873949,78,0.000537931,22,0.000151724,237.51699830,0.000100176,2371000.500000000000,115000.078099999999,119000.000000000000,145000.015600000013,17709.000000000000,7.000000000,60.70000076,0.029769236220
5,1987,1.0099999900,8.100000381,11537.000000000000,56.33089447,0.5450000167,23.1361007700,0.4112299979,21.00000000,39.28789902000,0.1641319990,7665.830566000000,0,0,0,639,0.000267588,110,0.0000460637,61,58,0.000500000,15,0.000129310007,72,19,0.0006153800,0.000162393000,65,0.000457746,17,0.000119718,221.90499880,0.000092925,2387999.500000000000,115999.992199999993,117000.875000000000,142000.140600000013,18306.000000000000,6.199999809,61.50000000,0.001930031227
5,1988,0.9900000095,7.699999809,11760.346680000001,57.36695099,0.5245428681,23.1700000800,0.4301800132,21.00000000,39.28789902000,0.1675409973,8024.625488000000,0,0,0,610,0.000254697,86,0.0000359081,55,41,0.000359649,6,0.000052632000,61,16,0.0005545500,0.000145454993,69,0.000472603,21,0.000143836,208.85000610,0.000087201,2395002.750000000000,114000.031199999998,109999.101599999995,145999.921899999987,19219.000000000000,5.500000000,62.30000305,0.033733505760
6,1982,2.2100000380,9.899999619,15797.135740000000,59.51593018,0.1073985696,1.7230999470,1.6785399910,21.00000000,0.00000000000,0.1901959926,6858.676758000000,0,0,0,4615,0.000186194,944,0.0000380860,553,241,0.000208297,61,0.000052723000,567,161,0.0004292189,0.000121876961,758,0.000400423,249,0.000131537,1379.13000500,0.000055641,24785976.000000000000,1157001.750000000000,1321004.375000000000,1892998.125000000000,169999.000000000000,9.699999809,57.79999924,-0.011686022390
6,1983,2.1500000950,9.699999809,15970.183590000001,59.25233459,0.1032110155,1.7346999650,1.6679199930,21.00000000,0.00000000000,0.1835689992,7216.291504000000,0,0,0,4573,0.000180672,856,0.0000338193,487,232,0.000206039,39,0.000034635999,513,141,0.0003916440,0.000107644832,702,0.000372216,206,0.000109226,1251.59997600,0.000049449,25311062.000000000000,1126000.500000000000,1309863.125000000000,1886001.750000000000,182652.000000000000,9.600000381,57.90000153,0.053036682310
6,1984,2.0699999330,7.800000191,16590.109380000002,60.69825745,0.0989011005,1.7463999990,1.6573599580,21.00000000,0.00000000000,0.1741310060,7619.175781000000,0,0,0,5020,0.000194611,957,0.0000371002,559,267,0.000241629,68,0.000061537998,593,177,0.0004565697,0.000136277973,770,0.000410886,215,0.000114728,1421.81994600,0.000055120,25795048.000000000000,1104999.875000000000,1298815.875000000000,1873999.125000000000,196537.000000000000,7.500000000,59.50000381,0.072460994120
6,1985,1.9700000290,7.199999809,16985.169920000000,61.33170700,0.0953389853,1.7582000490,1.6468700170,21.00000000,0.00000000000,0.1678960025,7874.066895000000,0,0,0,4960,0.000188128,887,0.0000336431,499,302,0.000273056,65,0.000058770001,545,139,0.0004231821,0.000107930842,762,0.000410782,226,0.000121833,1243.92004400,0.000047181,26365028.000000000000,1106000.250000000000,1287861.750000000000,1854998.500000000000,207600.000000000000,7.199999809,60.10000229,0.048330504450
6,1986,1.8500000240,6.699999809,17356.037110000001,62.00846863,0.0928792581,1.7700999980,1.6364400390,21.00000000,0.00000000000,0.1643709987,8034.910156000000,0,0,0,5253,0.000194548,880,0.0000325914,510,318,0.000271331,62,0.000052900999,571,141,0.0004471417,0.000110415036,757,0.000428410,185,0.000104697,1309.91003400,0.000048513,27001048.000000000000,1172000.250000000000,1277000.000000000000,1766998.875000000000,216951.000000000000,7.000000000,60.70000076,0.046681430190
6,1987,1.7799999710,5.800000191,17846.000000000000,63.07429504,0.0900000036,1.7820999620,1.6260800360,21.00000000,0.00000000000,0.1606819928,8180.633301000000,0,0,0,5504,0.000198966,944,0.0000341250,531,302,0.000259673,50,0.000042992000,601,137,0.0004739700,0.000108043998,717,0.000408780,199,0.000113455,1431.56994600,0.000051750,27663018.000000000000,1163001.250000000000,1268012.750000000000,1753999.750000000000,226301.000000000000,6.199999809,61.50000000,0.069736346600
6,1988,1.7200000290,5.300000191,18049.085940000001,63.78365707,0.0866217539,1.7941000460,1.6157799960,21.00000000,0.00000000000,0.1486839950,8531.990234000001,0,NA,NA,5390,0.000190365,936,0.0000330579,541,246,0.000218279,48,0.000042591000,583,144,0.0004747600,0.000117263997,702,0.000396610,197,0.000111299,1246.70996100,0.000044032,28314028.000000000000,1126998.000000000000,1227988.875000000000,1770000.750000000000,241575.015600000013,5.500000000,62.30000305,0.049020379780
8,1982,2.2500000000,7.699999809,15082.338870000000,64.96673584,0.2147971392,2.2999999520,1.8230099680,21.00000000,0.11315099900,0.2291480005,7742.841797000000,0,0,1,668,0.000217448,140,0.0000455729,96,27,0.000188811,5,0.000034965000,91,36,0.0005354300,0.000211818478,100,0.000406504,35,0.000142276,219.75000000,0.000071535,3071998.750000000000,143000.140600000013,169956.843800000002,246000.046899999987,23786.000000000000,9.699999809,57.79999924,0.012043048630
8,1983,2.1500000950,6.599999905,15131.880859999999,67.30021667,0.2064220309,2.2999999520,1.8346199990,21.00000000,0.09082199633,0.2076579928,7656.062988000000,1,0,1,646,0.000205144,146,0.0000463639,92,44,0.000314286,12,0.000085713997,68,20,0.0004055538,0.000119280521,98,0.000403292,30,0.000123457,217.35000610,0.000069021,3149007.500000000000,139999.875000000000,167671.968800000002,243000.109399999987,24109.000000000000,9.600000381,57.90000153,0.029179397970
8,1984,2.1500000950,5.599999905,15486.813480000001,68.66242218,0.1978022009,2.2999999520,1.8463100190,21.00000000,0.07586199790,0.1921550035,7707.852539000000,1,0,1,608,0.000190596,104,0.0000326019,73,53,0.000386861,14,0.000102190002,71,14,0.0004292162,0.000084634172,101,0.000422594,28,0.000117155,202.94000240,0.000063618,3189993.500000000000,137000.109399999987,165417.812500000000,239000.078100000013,24588.000000000000,7.500000000,59.50000381,0.055347241460
8,1985,2.0499999520,5.900000095,15569.915040000000,67.85414886,0.1906779706,2.2999999520,1.8580800290,21.00000000,0.07489900291,0.1920280010,8092.209473000000,1,0,1,579,0.000179201,96,0.0000297122,63,35,0.000255474,7,0.000051095001,58,16,0.0003554053,0.000098042845,100,0.000429185,28,0.000120172,186.72999570,0.000057793,3231008.750000000000,137000.234399999987,163193.953100000013,232999.765600000013,26146.000000000000,7.199999809,60.10000229,0.024307647720
8,1986,1.8099999430,7.400000095,15616.098630000000,64.98344421,0.1857585162,2.2999999520,1.8699100020,21.00000000,0.07409700006,0.1921000034,8131.374512000000,1,0,1,603,0.000184630,116,0.0000355175,75,50,0.000340136,9,0.000061223996,76,18,0.0004720497,0.000111801244,101,0.000457014,37,0.000167421,175.36999510,0.000053696,3265991.500000000000,147000.015600000013,161000.000000000000,220999.796899999987,26557.000000000000,7.000000000,60.70000076,0.016526095570
8,1987,1.7799999710,7.699999809,15605.000000000000,64.21829987,0.1800000072,2.2999999520,1.8818299770,21.00000000,0.05807000026,0.1929990053,8182.027832000000,1,0,1,591,0.000179308,90,0.0000273058,64,42,0.000291667,7,0.000048611000,54,16,0.0003439500,0.000101910999,59,0.000273148,16,0.000074074,140.25999450,0.000042553,3296004.500000000000,143999.828100000013,156999.562500000000,216000.109399999987,26968.000000000000,6.199999809,61.50000000,-0.023582309480
8,1988,1.7400000100,6.400000095,15845.042970000000,65.30445099,0.1732435077,2.2999999520,1.8938200470,21.00000000,0.05807000026,0.1802600026,8380.768555000001,1,0,1,497,0.000150560,93,0.0000281733,66,33,0.000242647,6,0.000044117998,44,16,0.0002953000,0.000107382999,69,0.000330144,23,0.000110048,132.94999690,0.000040277,3301009.750000000000,136000.031199999998,149001.015600000013,208999.718800000002,27664.998049999998,5.500000000,62.30000305,0.008626045659
9,1982,2.4200000760,6.900000095,17255.369139999999,61.72941971,0.2243436724,0.1000000015,0.2333099991,18.50000000,0.22705499830,0.1928409934,6440.053711000000,0,0,0,515,0.000164695,158,0.0000505277,90,39,0.000229412,8,0.000047058998,86,35,0.0005298825,0.000215649852,96,0.000444444,42,0.000194444,195.11000060,0.000062395,3126992.500000000000,169999.828100000013,162300.140600000013,216000.203100000013,20138.000000000000,9.699999809,57.79999924,-0.002988006221
9,1983,2.4600000380,6.000000000,17744.265619999998,62.29440689,0.2335630804,0.1000000015,0.2519800067,19.25000000,0.08280300349,0.1893499941,6570.042969000000,0,0,0,438,0.000139490,118,0.0000375796,85,29,0.000176829,11,0.000067073001,61,28,0.0003801962,0.000174516274,87,0.000402778,31,0.000143519,171.22000120,0.000054528,3140010.000000000000,164000.250000000000,160443.484399999987,215999.875000000000,20630.000000000000,9.600000381,57.90000153,0.073626324530
9,1984,2.4100000860,4.599999905,18760.439450000002,65.03468323,0.2480109930,0.1000000015,0.2721599936,20.00000000,0.08063399792,0.1818570048,6680.192871000000,0,0,0,469,0.000148653,126,0.0000399366,85,32,0.000201258,6,0.000037736001,65,25,0.0004098152,0.000157621238,81,0.000375000,30,0.000138889,171.69999690,0.000054420,3154998.750000000000,158999.890600000013,158608.078100000013,216000.000000000000,21076.000000000000,7.500000000,59.50000381,0.077820003030
9,1985,2.4100000860,4.900000095,19312.500000000000,65.91092682,0.2390784025,0.1000000015,0.2939499915,20.32999992,0.08015099913,0.1789470017,6979.214844000000,0,1,1,448,0.000141147,103,0.0000324512,71,35,0.000225806,1,0.000006452000,53,15,0.0003380239,0.000095667136,64,0.000296296,24,0.000111111,150.75000000,0.000047495,3173996.000000000000,155000.312500000000,156793.656199999998,216000.218800000002,22152.000000000000,7.199999809,60.10000229,0.050584491340
9,1986,2.3099999430,3.799999952,20152.734380000002,67.24276733,0.2329102308,0.1000000015,0.3174799979,21.00000000,0.07986199856,0.1716690063,7661.744629000000,0,1,1,450,0.000140933,114,0.0000357031,63,37,0.000243421,11,0.000072367999,56,14,0.0003612903,0.000090322581,63,0.000315000,26,0.000130000,145.75000000,0.000045648,3193006.500000000000,152000.031199999998,155000.000000000000,200000.000000000000,24464.000000000000,7.000000000,60.70000076,0.063690654930
9,1987,2.2500000000,3.299999952,21192.000000000000,67.63767242,0.2256900072,0.1000000015,0.3429000080,21.00000000,0.08097200096,0.1660089940,8338.534180000001,0,1,1,449,0.000139832,102,0.0000317658,61,31,0.000212329,3,0.000020547999,42,11,0.0002800000,0.000073333002,69,0.000355670,30,0.000154639,165.50999450,0.000051543,3210996.000000000000,145999.843800000002,150000.000000000000,194000.062500000000,26775.000000000000,6.199999809,61.50000000,0.075736880300
9,1988,2.1500000950,3.000000000,22193.455080000000,67.06396484,0.2172184885,0.1000000015,0.3703500032,21.00000000,0.08097200096,0.1570679992,8061.235352000000,0,1,1,484,0.000149706,93,0.0000287659,62,40,0.000294118,7,0.000051471001,57,17,0.0003986000,0.000118880998,76,0.000376238,32,0.000158416,135.41999820,0.000041887,3233003.250000000000,135999.828100000013,143000.500000000000,201999.796899999987,26062.000000000000,5.500000000,62.30000305,0.051211424170
10,1982,2.5899999140,8.500000000,14263.723630000000,60.31042480,0.1730310172,0.6999999881,0.2000000030,20.00000000,0.00000000000,0.2055429965,7651.653809000000,1,0,0,122,0.000203333,34,0.0000566667,23,5,0.000161290,2,0.000064516003,24,9,0.0006526546,0.000244745461,23,0.000479167,14,0.000291667,45.65000153,0.000076087,600001.000000000000,31000.062500000000,36772.898439999997,47999.964840000001,4591.000000000000,9.699999809,57.79999924,0.007968530990
10,1983,2.6300001140,8.100000381,14500.000000000000,59.86841965,0.1662843972,0.6999999881,0.2000000030,20.00000000,0.00000000000,0.1994830072,8062.699707000000,1,0,0,110,0.000181518,26,0.0000429043,14,8,0.000266667,2,0.000066667002,9,3,0.0002495898,0.000083196610,18,0.000375000,7,0.000145833,33.00000000,0.000054455,606000.500000000000,29999.962889999999,36059.164060000003,48000.000000000000,4886.000000000000,9.600000381,57.90000153,0.056711282580
10,1984,2.5699999330,6.199999809,14925.274410000000,62.41901016,0.1593406498,0.6999999881,0.2000000030,21.00000000,0.00000000000,0.1931820065,8368.062500000000,1,0,0,130,0.000211726,28,0.0000456026,16,8,0.000275862,0,0.000000000000,15,3,0.0004242168,0.000084843356,17,0.000361702,8,0.000170213,28.68000031,0.000046704,614001.125000000000,29000.007809999999,35359.277340000001,47000.015619999998,5138.000000000000,7.500000000,59.50000381,0.052361223850
10,1985,2.5499999520,5.300000191,15408.898440000001,63.55932236,0.1536016911,0.6999999881,0.2000000030,21.00000000,0.00000000000,0.1833419949,8625.424805000001,1,0,0,104,0.000167203,21,0.0000337621,12,7,0.000250000,2,0.000071429000,10,2,0.0002884090,0.000057681806,21,0.000446809,3,0.000063830,38.88000107,0.000062510,621998.375000000000,27999.998049999998,34672.976560000003,46999.949220000002,5365.000000000000,7.199999809,60.10000229,0.037800747900
10,1986,2.4200000760,4.300000191,15822.497069999999,64.58332825,0.1496388018,0.6999999881,0.2000000030,21.00000000,0.00000000000,0.1776169986,9045.817383000000,1,0,0,136,0.000214850,33,0.0000521327,20,10,0.000344828,5,0.000172414002,18,6,0.0005294118,0.000176470581,22,0.000536585,8,0.000195122,45.54999924,0.000071957,632999.750000000000,28999.964840000001,34000.000000000000,41000.027340000001,5726.000000000000,7.000000000,60.70000076,0.039940491320
10,1987,2.3699998860,3.200000048,16407.000000000000,65.51020050,0.1449999958,0.6999999881,0.2000000030,21.00000000,0.00000000000,0.1690469980,9450.307617000000,1,0,0,146,0.000226708,27,0.0000419255,16,9,0.000310345,3,0.000103448001,9,1,0.0002647100,0.000029412000,24,0.000585366,10,0.000243902,41.84000015,0.000064968,644000.187500000000,28999.984380000002,33999.472659999999,40999.992189999997,6086.000000000000,6.199999809,61.50000000,0.061463117600
10,1988,2.3199999330,3.200000048,16998.074219999999,67.59999847,0.1395572573,0.6999999881,0.2000000030,21.00000000,0.00000000000,0.1587509960,9703.020508000000,1,0,0,160,0.000242424,32,0.0000484848,18,9,0.000321429,1,0.000035714002,19,2,0.0006333300,0.000066667002,20,0.000444444,7,0.000155556,42.84000015,0.000064913,660000.687500000000,27999.962889999999,30000.156250000000,45000.042970000002,6404.000000000000,5.500000000,62.30000305,0.071447543800
12,1982,2.5099999900,8.199999809,13502.386720000000,53.48780060,1.0739856960,9.1526002880,0.4000000060,19.00000000,0.00000000000,0.1814759970,7587.129883000000,1,0,1,2653,0.000253197,587,0.0000560221,282,148,0.000310273,35,0.000073374998,259,86,0.0005263068,0.000174758228,350,0.000508721,123,0.000178779,810.76000980,0.000077377,10478007.000000000000,476999.281200000027,492108.406200000027,687999.937500000000,79498.000000000000,9.699999809,57.79999924,0.005385396536
12,1983,2.4600000380,8.600000381,13924.311519999999,53.72707748,1.1704127790,8.9366998670,0.4000000060,19.00000000,0.00000000000,0.1779450029,7604.254395000000,1,0,1,2686,0.000249768,562,0.0000522596,291,132,0.000282655,30,0.000064239997,274,92,0.0005510305,0.000185017532,317,0.000452211,110,0.000156919,963.90002440,0.000089632,10753980.000000000000,467000.406200000027,497250.156200000027,701000.187500000000,81776.000000000000,9.600000381,57.90000153,0.077084794640
12,1984,2.3499999050,6.300000191,14307.692380000000,55.62102890,1.1868132350,8.7259998320,0.4000000060,19.00000000,0.00000000000,0.1787199974,7735.304688000000,1,0,1,2814,0.000254661,566,0.0000512217,311,150,0.000326797,29,0.000063181004,270,88,0.0005373716,0.000175143330,344,0.000482468,129,0.000180926,744.38000490,0.000067365,11049985.000000000000,459000.562500000000,502445.656200000027,713000.687500000000,85475.000000000000,7.500000000,59.50000381,0.080842420460
12,1985,2.2699999810,6.000000000,14760.592769999999,56.36853409,1.1440678830,8.5201997760,0.4000000060,20.00000000,0.00000000000,0.1700720042,7747.311035000000,1,0,1,2832,0.000249164,490,0.0000431110,254,146,0.000319475,24,0.000052515999,239,79,0.0004707547,0.000155605114,341,0.000474270,101,0.000140473,690.20001220,0.000060725,11366008.000000000000,456999.781200000027,507695.375000000000,718999.750000000000,88056.000000000000,7.199999809,60.10000229,0.059289410710
12,1986,2.2400000100,5.699999809,15102.166990000000,57.44054413,1.1145511870,8.3192996980,0.4000000060,21.00000000,0.00000000000,0.1625549942,7768.755859000000,1,0,1,2830,0.000242004,530,0.0000453224,296,173,0.000364211,39,0.000082104998,263,92,0.0005126706,0.000179337236,347,0.000517139,94,0.000140089,806.84002690,0.000068996,11694022.000000000000,474999.375000000000,513000.000000000000,670999.500000000000,90848.000000000000,7.000000000,60.70000076,0.053569588810
12,1987,2.1700000760,5.300000191,15584.000000000000,58.94334793,1.0800000430,8.1231002810,0.4000000060,21.00000000,0.00000000000,0.1612579972,7788.330566000000,1,0,1,2839,0.000236131,493,0.0000410047,262,166,0.000343685,32,0.000066253000,227,75,0.0004425000,0.000146199003,326,0.000486567,94,0.000140299,778.96997070,0.000064790,12022987.000000000000,483000.406200000027,512994.343799999973,670000.250000000000,93639.000000000000,6.199999809,61.50000000,0.062531143430
12,1988,2.0799999240,5.000000000,15979.788090000000,59.79093170,1.0394610170,7.9316000940,0.4000000060,21.00000000,0.00000000000,0.1575630009,8538.230469000000,1,0,1,3078,0.000249534,573,0.0000464532,315,184,0.000385744,42,0.000088050001,278,73,0.0005650400,0.000148374005,382,0.000546495,145,0.000207439,794.75000000,0.000064430,12334992.000000000000,477000.281200000027,492000.593799999973,698999.937500000000,105319.007800000007,5.500000000,62.30000305,0.050752144310
13,1982,1.9400000570,7.800000191,11774.462890000001,60.07344055,2.7207636830,24.6560993200,0.4264099896,19.00000000,0.49893999100,0.2102639973,8623.444336000000,0,0,0,1229,0.000217484,225,0.0000398160,132,90,0.000296053,16,0.000052632000,131,41,0.0004045012,0.000126599625,161,0.000382423,59,0.000140143,443.23001100,0.000078434,5650990.500000000000,303999.625000000000,323855.625000000000,420999.781200000027,48731.003909999999,9.699999809,57.79999924,0.006098160520
13,1983,1.9900000100,7.500000000,12237.385740000000,59.85541916,2.6146788600,24.3885002100,0.4402599931,19.00000000,0.49990999700,0.2069810033,8518.589844000000,0,0,0,1296,0.000226060,217,0.0000378510,134,97,0.000326599,19,0.000063972999,141,45,0.0004349954,0.000138828327,160,0.000374707,41,0.000096019,389.50000000,0.000067940,5732991.000000000000,297000.312500000000,324141.343799999973,427000.312500000000,48837.000000000000,9.600000381,57.90000153,0.079037390650
13,1984,1.9700000290,6.000000000,12957.142580000000,61.21197891,2.5054943560,24.1238994600,0.4545600116,19.00000000,0.45019000770,0.2053319961,8641.914062000000,0,0,0,1410,0.000241356,252,0.0000431359,146,124,0.000423208,31,0.000105801999,167,47,0.0005147532,0.000144870661,168,0.000387991,48,0.000110855,436.75000000,0.000074761,5841993.000000000000,293000.125000000000,324427.312500000000,432999.750000000000,50486.000000000000,7.500000000,59.50000381,0.102004937800
